Year,Month,Country,TestDummy,DateEntered,LaunchTimeUTC,MissileName,MissileFamily,LaunchAgency,FacilityName,FacilityLocation,OtherName,FacilityLatitude,FacilityLongitude,LandingLocation,Apogee,DistanceTravelled,Confirmation,TestOutcome,AdditionalInformation,Source,OperationalUse,MaxRange,PayloadKG,Diameter,Propulsion,EventUNSCResolution,EventDiplomaticMeeting,EventNotes,EventSource
2004,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,3,Pakistan,1,NA,NA,Shaheen 2,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2004,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,5,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
2004,6,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
2004,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,8,Iran,1,2017-02-20,NA,Ghadr-1,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Dasht-E-Kavir desert,150,NA,TRUE,Success,"Iran refers to this test as a test of an ""enhanced"" Shahab-3. This is really close to the Ghadr-1, so to save time this is just refered to as the Ghadr-1 instead of some new designation for a missile design that seems to straddle two different models.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2004,9,Iran,1,2017-02-20,NA,Ghadr-1,MRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,TRUE,Success,NA,http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2004,10,Iran,1,2017-02-20,NA,Ghadr-1,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Dasht-E-Kavir desert,150,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2004,10,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
2004,11,Pakistan,1,NA,NA,Ghaznavi,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2004,12,Pakistan,1,NA,NA,Shaheen 1,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2005,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,3,Pakistan,1,NA,NA,Shaheen 2,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2005,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,1,Iran,1,2017-02-20,NA,Ghadr-1,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,150,NA,FALSE,Success,NA,http://www.astronautix.com/i/iran.html; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2006,2,Pakistan,1,NA,NA,Abdali,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2006,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,4,Iran,1,2017-02-20,NA,Shahab-2,SRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,FALSE,Unknown,"As part of an exercise called the ""Holy Prophet"" war game, Iran stated they tested a number of missiles, at least one of which was a Shahab-2. Identifying precisely which missile in the 2 month long exercise was that missile is difficult to determine.",http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2006,4,Pakistan,1,NA,NA,Shaheen 2,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2006,5,Iran,1,2017-02-20,NA,Ghadr-1,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,150,NA,FALSE,Failure,NA,http://www.astronautix.com/i/iran.html; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2006,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,7,North Korea,1,2017-01-05,NA,Unha,SLV,NA,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",Musudan-ri,40.849996599999997,129.666664,Sea of Japan or East Sea,40,NA,TRUE,Failure,"This test failed 42 seconds into launch. Its debris impacted somewhere west of Japan though it was on a trajectory to overfly it. North Korea kicked off the end of the missile test moratorium with a test that looks almost identical to the test that led to negotiating it in the first place (this probably was not a coincidence). Furthermore, the test occurred on the 4th of July (in the US). North Korea did the same thing in 2009 with a series of tests and in 2017 with its first ICBM test.",http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,11,Iran,1,2017-02-20,NA,Shahab-2,SRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,NA,NA,FALSE,Unknown,NA,http://www.astronautix.com/i/iran.html; http://spme.org/news-from-the-middle-east/iran-fires-missiles-in-war-games-tv-by-parisa-hafezi-reuters-november-2-2006/2072/; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2006,11,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
2006,12,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,150,NA,FALSE,Unknown,NA,http://www.astronautix.com/i/iran.html,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2006,12,Pakistan,1,NA,NA,Ghaznavi,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2007,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,2,Iran,1,2017-02-20,NA,Unknown,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,FALSE,Unknown,NA,http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2007,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,5,Iran,1,2017-04-20,NA,Unknown,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,TRUE,Failure,"The missile was originally reported as a North Korean musudan missile, however, no pictures of the missile have emerged and Iran has not acknowledged that a test took place. This could have been a Musudan but there is not enough evidence to confirm these reports.",http://www.nti.org/media/pdfs/iran_missile.pdf?_=1316474223; http://www.telegraph.co.uk/news/worldnews/1551868/N-Korea-tests-new-missile-in-Iran.html;,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2007,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,11,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,300,NA,FALSE,Unknown,NA,http://www.astronautix.com/i/iran.html,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2007,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,2,Iran,1,2017-02-20,NA,Safir,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,NA,NA,TRUE,Success,"This was reportedly a sub-orbital test of the Safir-1 rocket. I couldn't find a good news article for this, but I did find a cool video of the test Iran released afterwards. Others refer to this test as Kavoshgar-1.",https://www.youtube.com/watch?v=_XDZc_auKMo; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2008,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,7,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,500,NA,TRUE,Success,"This test reportedly occurred during the ""Holy Prophet III"" war games conducted by Iran. It is unclear if this test actually occurred. Many smaller missile tests also occurred then.",http://www.astronautix.com/i/iran.html; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2008,8,Iran,1,2017-02-20,NA,Safir,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,152,NA,TRUE,Failure,NA,http://www.astronautix.com/i/iran.html; http://news.bbc.co.uk/2/hi/in_depth/7566804.stm; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2008,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,11,Iran,1,2017-02-20,NA,Sejjil,MRBM,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,500,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2008,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,2,Iran,1,2017-02-20,NA,Sejjil,MRBM,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Orbit,373,NA,TRUE,Success,"First Iranian domestically successful launch of a satellite. The launch made Iran the 9th nation to develop a domestic satellite launching capability. The satellite itself, called Omid, weighed 25 kg.",http://www.astronautix.com/i/iran.html; http://nssdc.gsfc.nasa.gov/nmc/spacecraftOrbit.do?id=2009-004A; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2009,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,4,North Korea,1,2017-01-05,NA,Unha,SLV,NA,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",Musudan-ri,40.849996599999997,129.666664,Pacific Ocean,NA,NA,TRUE,Failure,"Also refered to by the name of the satellite payload (Kwangmyongsong 2). Prior to the launch, North Korea announced it had signed the Outer Space Treaty and that the satellite was a peaceful satellite launch. The first stage of the missile landed in the Sea of Japan, about 270 km west of Japan. The missile suffered a critical failure during the second or third stage and exploded. The remains of the missile landed in the Pacific Ocean",http://www.nytimes.com/2009/04/06/world/asia/06korea.html?pagewanted=all; http://www.nytimes.com/2009/04/05/world/asia/05korea.html?_r=0; http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,5,Iran,1,2017-02-20,NA,Simorgh,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,800,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2009,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,7,North Korea,1,2017-01-05,NA,Nodong,MRBM,NA,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",Gitdaeryung,38.990830000000003,127.6236,Sea of Japan or East Sea,150,NA,TRUE,Success,NA,http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,9,Iran,1,2017-02-20,NA,Shahab-2,SRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,200,NA,FALSE,Unknown,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2009,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,12,Iran,1,2017-02-20,NA,Simorgh,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,NA,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2010,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,2,Iran,1,2017-02-20,NA,Kavoshgar,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,NA,NA,TRUE,Success,Also referred to as Kavoshgar-3.,http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2010,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,8,Iran,1,2017-02-20,NA,Qiam-1,SRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,TRUE,Success,This missile is supposed to be a smaller version of the Shahab-3. It is believed to have reduced range but also be more difficult to track and intercept.,http://www.telegraph.co.uk/news/worldnews/middleeast/iran/7955996/Iran-broadcasts-missile-launch-on-state-television.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2010,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,10,Iran,1,2017-02-20,NA,Sejjil,MRBM,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,800,NA,TRUE,Unknown,"Iran has not confirmed this test. Usually they do, except when something goes wrong. It is unclear if something did with this test. Behavior suggests something did.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2010,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,2,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,150,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2011,3,Iran,1,2017-02-20,NA,Kavoshgar,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,NA,NA,TRUE,Success,"This is also referred to as a Kavoshgar-4 test. The location is not certain, however, because it was conducted by the ISA, it almost certainly happened at the Khomeini Space Center.",http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2011,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,6,Iran,1,2017-02-20,NA,Safir,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Orbit,299,NA,TRUE,Success,"The second launch of an Iranian satellite. The satellite had a mass of 15.3 kg and had a camera capable of a 150 meter resolution. The satellite re-entered the atmosphere on July 6, 2011. Another source lists this missile as a Safir-2B. It's unclear exactly if that's the case.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016;http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2011,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,8,Iran,1,2017-02-20,NA,Safir,SLV,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,NA,NA,TRUE,Failure,"This is also referred to as a Kavoshgar-5 test. The location is not certain, however, because it was conducted by the ISA, it almost certainly happened at the Khomeini Space Center.",http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2011,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
